PassengerId,Survived,Pclass,Sex,Age,Fare,Embarked,Title,FSize,IsAlone
554,1,3,1,22.0,7.225,0,12,1,1
555,1,3,0,22.0,7.775,2,9,1,1
556,0,1,1,62.0,26.55,2,12,1,1
557,1,1,0,48.0,39.6,0,6,2,0
558,0,1,1,29.881137667304014,227.525,0,12,1,1
559,1,1,0,39.0,79.65,2,13,3,0
560,1,3,0,36.0,17.4,2,13,2,0
561,0,3,1,29.881137667304014,7.75,1,12,1,1
562,0,3,1,40.0,7.8958,2,12,1,1
563,0,2,1,28.0,13.5,2,12,1,1
564,0,3,1,29.881137667304014,8.05,2,12,1,1
565,0,3,0,29.881137667304014,8.05,2,9,1,1
566,0,3,1,24.0,24.15,2,12,3,0
567,0,3,1,19.0,7.8958,2,12,1,1
568,0,3,0,29.0,21.075,2,13,5,0
569,0,3,1,29.881137667304014,7.2292,0,12,1,1
570,1,3,1,32.0,7.8542,2,12,1,1
571,1,2,1,62.0,10.5,2,12,1,1
572,1,1,0,53.0,51.4792,2,13,3,0
573,1,1,1,36.0,26.3875,2,12,1,1
574,1,3,0,29.881137667304014,7.75,1,9,1,1
575,0,3,1,16.0,8.05,2,12,1,1
576,0,3,1,19.0,14.5,2,12,1,1
577,1,2,0,34.0,13.0,2,9,1,1
578,1,1,0,39.0,55.9,2,13,2,0
579,0,3,0,29.881137667304014,14.4583,0,13,2,0
580,1,3,1,32.0,7.925,2,12,1,1
581,1,2,0,25.0,30.0,2,9,3,0
582,1,1,0,39.0,110.8833,0,13,3,0
583,0,2,1,54.0,26.0,2,12,1,1
584,0,1,1,36.0,40.125,0,12,1,1
585,0,3,1,29.881137667304014,8.7125,0,12,1,1
586,1,1,0,18.0,79.65,2,9,3,0
587,0,2,1,47.0,15.0,2,12,1,1
588,1,1,1,60.0,79.2,0,12,3,0
589,0,3,1,22.0,8.05,2,12,1,1
590,0,3,1,29.881137667304014,8.05,2,12,1,1
591,0,3,1,35.0,7.125,2,12,1,1
592,1,1,0,52.0,78.2667,0,13,2,0
593,0,3,1,47.0,7.25,2,12,1,1
594,0,3,0,29.881137667304014,7.75,1,9,3,0
595,0,2,1,37.0,26.0,2,12,2,0
596,0,3,1,36.0,24.15,2,12,3,0
597,1,2,0,29.881137667304014,33.0,2,9,1,1
598,0,3,1,49.0,0.0,2,12,1,1
599,0,3,1,29.881137667304014,7.225,0,12,1,1
600,1,1,1,49.0,56.9292,0,16,2,0
601,1,2,0,24.0,27.0,2,13,4,0
602,0,3,1,29.881137667304014,7.8958,2,12,1,1
603,0,1,1,29.881137667304014,42.4,2,12,1,1
604,0,3,1,44.0,8.05,2,12,1,1
605,1,1,1,35.0,26.55,0,12,1,1
606,0,3,1,36.0,15.55,2,12,2,0
607,0,3,1,30.0,7.8958,2,12,1,1
608,1,1,1,27.0,30.5,2,12,1,1
609,1,2,0,22.0,41.5792,0,13,4,0
610,1,1,0,40.0,153.4625,2,9,1,1
611,0,3,0,39.0,31.275,2,13,7,0
612,0,3,1,29.881137667304014,7.05,2,12,1,1
613,1,3,0,29.881137667304014,15.5,1,9,2,0
614,0,3,1,29.881137667304014,7.75,1,12,1,1
615,0,3,1,35.0,8.05,2,12,1,1
616,1,2,0,24.0,65.0,2,9,4,0
617,0,3,1,34.0,14.4,2,12,3,0
618,0,3,0,26.0,16.1,2,13,2,0
619,1,2,0,4.0,39.0,2,9,4,0
620,0,2,1,26.0,10.5,2,12,1,1
621,0,3,1,27.0,14.4542,0,12,2,0
622,1,1,1,42.0,52.5542,2,12,2,0
623,1,3,1,20.0,15.7417,0,12,3,0
624,0,3,1,21.0,7.8542,2,12,1,1
625,0,3,1,21.0,16.1,2,12,1,1
626,0,1,1,61.0,32.3208,2,12,1,1
627,0,2,1,57.0,12.35,1,15,1,1
628,1,1,0,21.0,77.9583,2,9,1,1
629,0,3,1,26.0,7.8958,2,12,1,1
630,0,3,1,29.881137667304014,7.7333,1,12,1,1
631,1,1,1,80.0,30.0,2,12,1,1
632,0,3,1,51.0,7.0542,2,12,1,1
633,1,1,1,32.0,30.5,0,4,1,1
634,0,1,1,29.881137667304014,0.0,2,12,1,1
635,0,3,0,9.0,27.9,2,9,6,0
636,1,2,0,28.0,13.0,2,9,1,1
637,0,3,1,32.0,7.925,2,12,1,1
638,0,2,1,31.0,26.25,2,12,3,0
639,0,3,0,41.0,39.6875,2,13,6,0
640,0,3,1,29.881137667304014,16.1,2,12,2,0
641,0,3,1,20.0,7.8542,2,12,1,1
642,1,1,0,24.0,69.3,0,10,1,1
643,0,3,0,2.0,27.9,2,9,6,0
644,1,3,1,29.881137667304014,56.4958,2,12,1,1
645,1,3,0,0.75,19.2583,0,9,4,0
646,1,1,1,48.0,76.7292,0,12,2,0
647,0,3,1,19.0,7.8958,2,12,1,1
648,1,1,1,56.0,35.5,0,1,1,1
649,0,3,1,29.881137667304014,7.55,2,12,1,1
650,1,3,0,23.0,7.55,2,9,1,1
651,0,3,1,29.881137667304014,7.8958,2,12,1,1
652,1,2,0,18.0,23.0,2,9,2,0
653,0,3,1,21.0,8.4333,2,12,1,1
654,1,3,0,29.881137667304014,7.8292,1,9,1,1
655,0,3,0,18.0,6.75,1,9,1,1
656,0,2,1,24.0,73.5,2,12,3,0
657,0,3,1,29.881137667304014,7.8958,2,12,1,1
658,0,3,0,32.0,15.5,1,13,3,0
659,0,2,1,23.0,13.0,2,12,1,1
660,0,1,1,58.0,113.275,0,12,3,0
661,1,1,1,50.0,133.65,2,4,3,0
662,0,3,1,40.0,7.225,0,12,1,1
663,0,1,1,47.0,25.5875,2,12,1,1
664,0,3,1,36.0,7.4958,2,12,1,1
665,1,3,1,20.0,7.925,2,12,2,0
666,0,2,1,32.0,73.5,2,12,3,0
667,0,2,1,25.0,13.0,2,12,1,1
668,0,3,1,29.881137667304014,7.775,2,12,1,1
669,0,3,1,43.0,8.05,2,12,1,1
670,1,1,0,29.881137667304014,52.0,2,13,2,0
671,1,2,0,40.0,39.0,2,13,3,0
672,0,1,1,31.0,52.0,2,12,2,0
673,0,2,1,70.0,10.5,2,12,1,1
674,1,2,1,31.0,13.0,2,12,1,1
675,0,2,1,29.881137667304014,0.0,2,12,1,1
676,0,3,1,18.0,7.775,2,12,1,1
677,0,3,1,24.5,8.05,2,12,1,1
678,1,3,0,18.0,9.8417,2,9,1,1
679,0,3,0,43.0,46.9,2,13,8,0
680,1,1,1,36.0,512.3292,0,12,2,0
681,0,3,0,29.881137667304014,8.1375,1,9,1,1
682,1,1,1,27.0,76.7292,0,12,1,1
683,0,3,1,20.0,9.225,2,12,1,1
684,0,3,1,14.0,46.9,2,12,8,0
685,0,2,1,60.0,39.0,2,12,3,0
686,0,2,1,25.0,41.5792,0,12,4,0
687,0,3,1,14.0,39.6875,2,12,6,0
688,0,3,1,19.0,10.1708,2,12,1,1
689,0,3,1,18.0,7.7958,2,12,1,1
690,1,1,0,15.0,211.3375,2,9,2,0
691,1,1,1,31.0,57.0,2,12,2,0
692,1,3,0,4.0,13.4167,0,9,2,0
693,1,3,1,29.881137667304014,56.4958,2,12,1,1
694,0,3,1,25.0,7.225,0,12,1,1
695,0,1,1,60.0,26.55,2,1,1,1
696,0,2,1,52.0,13.5,2,12,1,1
697,0,3,1,44.0,8.05,2,12,1,1
698,1,3,0,29.881137667304014,7.7333,1,9,1,1
699,0,1,1,49.0,110.8833,0,12,3,0
700,0,3,1,42.0,7.65,2,12,1,1
701,1,1,0,18.0,227.525,0,13,2,0
702,1,1,1,35.0,26.2875,2,12,1,1
703,0,3,0,18.0,14.4542,0,9,2,0
704,0,3,1,25.0,7.7417,1,12,1,1
705,0,3,1,26.0,7.8542,2,12,2,0
706,0,2,1,39.0,26.0,2,12,1,1
707,1,2,0,45.0,13.5,2,13,1,1
708,1,1,1,42.0,26.2875,2,12,1,1
709,1,1,0,22.0,151.55,2,9,1,1
710,1,3,1,29.881137667304014,15.2458,0,8,3,0
711,1,1,0,24.0,49.5042,0,10,1,1
712,0,1,1,29.881137667304014,26.55,2,12,1,1
713,1,1,1,48.0,52.0,2,12,2,0
714,0,3,1,29.0,9.4833,2,12,1,1
715,0,2,1,52.0,13.0,2,12,1,1
716,0,3,1,19.0,7.65,2,12,1,1
717,1,1,0,38.0,227.525,0,9,1,1
718,1,2,0,27.0,10.5,2,9,1,1
719,0,3,1,29.881137667304014,15.5,1,12,1,1
720,0,3,1,33.0,7.775,2,12,1,1
721,1,2,0,6.0,33.0,2,9,2,0
722,0,3,1,17.0,7.0542,2,12,2,0
723,0,2,1,34.0,13.0,2,12,1,1
724,0,2,1,50.0,13.0,2,12,1,1
725,1,1,1,27.0,53.1,2,12,2,0
726,0,3,1,20.0,8.6625,2,12,1,1
727,1,2,0,30.0,21.0,2,13,4,0
728,1,3,0,29.881137667304014,7.7375,1,9,1,1
729,0,2,1,25.0,26.0,2,12,2,0
730,0,3,0,25.0,7.925,2,9,2,0
731,1,1,0,29.0,211.3375,2,9,1,1
732,0,3,1,11.0,18.7875,0,12,1,1
733,0,2,1,29.881137667304014,0.0,2,12,1,1
734,0,2,1,23.0,13.0,2,12,1,1
735,0,2,1,23.0,13.0,2,12,1,1
736,0,3,1,28.5,16.1,2,12,1,1
737,0,3,0,48.0,34.375,2,13,5,0
738,1,1,1,35.0,512.3292,0,12,1,1
739,0,3,1,29.881137667304014,7.8958,2,12,1,1
740,0,3,1,29.881137667304014,7.8958,2,12,1,1
741,1,1,1,29.881137667304014,30.0,2,12,1,1
742,0,1,1,36.0,78.85,2,12,2,0
743,1,1,0,21.0,262.375,0,9,5,0
744,0,3,1,24.0,16.1,2,12,2,0
745,1,3,1,31.0,7.925,2,12,1,1
746,0,1,1,70.0,71.0,2,0,3,0
747,0,3,1,16.0,20.25,2,12,3,0
748,1,2,0,30.0,13.0,2,9,1,1
749,0,1,1,19.0,53.1,2,12,2,0
750,0,3,1,31.0,7.75,1,12,1,1
751,1,2,0,4.0,23.0,2,9,3,0
752,1,3,1,6.0,12.475,2,8,2,0
753,0,3,1,33.0,9.5,2,12,1,1
754,0,3,1,23.0,7.8958,2,12,1,1
755,1,2,0,48.0,65.0,2,13,4,0
756,1,2,1,0.67,14.5,2,8,3,0
757,0,3,1,28.0,7.7958,2,12,1,1
758,0,2,1,18.0,11.5,2,12,1,1
759,0,3,1,34.0,8.05,2,12,1,1
760,1,1,0,33.0,86.5,2,17,1,1
761,0,3,1,29.881137667304014,14.5,2,12,1,1
762,0,3,1,41.0,7.125,2,12,1,1
763,1,3,1,20.0,7.2292,0,12,1,1
764,1,1,0,36.0,120.0,2,13,4,0
765,0,3,1,16.0,7.775,2,12,1,1
766,1,1,0,51.0,77.9583,2,13,2,0
767,0,1,1,29.881137667304014,39.6,0,4,1,1
768,0,3,0,30.5,7.75,1,9,1,1
769,0,3,1,29.881137667304014,24.15,1,12,2,0
770,0,3,1,32.0,8.3625,2,12,1,1
771,0,3,1,24.0,9.5,2,12,1,1
772,0,3,1,48.0,7.8542,2,12,1,1
773,0,2,0,57.0,10.5,2,13,1,1
774,0,3,1,29.881137667304014,7.225,0,12,1,1
775,1,2,0,54.0,23.0,2,13,5,0
776,0,3,1,18.0,7.75,2,12,1,1
777,0,3,1,29.881137667304014,7.75,1,12,1,1
778,1,3,0,5.0,12.475,2,9,1,1
779,0,3,1,29.881137667304014,7.7375,1,12,1,1
780,1,1,0,43.0,211.3375,2,13,2,0
781,1,3,0,13.0,7.2292,0,9,1,1
782,1,1,0,17.0,57.0,2,13,2,0
783,0,1,1,29.0,30.0,2,12,1,1
784,0,3,1,29.881137667304014,23.45,2,12,4,0
785,0,3,1,25.0,7.05,2,12,1,1
786,0,3,1,25.0,7.25,2,12,1,1
787,1,3,0,18.0,7.4958,2,9,1,1
788,0,3,1,8.0,29.125,1,8,6,0
789,1,3,1,1.0,20.575,2,8,4,0
790,0,1,1,46.0,79.2,0,12,1,1
791,0,3,1,29.881137667304014,7.75,1,12,1,1
792,0,2,1,16.0,26.0,2,12,1,1
793,0,3,0,29.881137667304014,69.55,2,9,11,0
794,0,1,1,29.881137667304014,30.6958,0,12,1,1
795,0,3,1,25.0,7.8958,2,12,1,1
796,0,2,1,39.0,13.0,2,12,1,1
797,1,1,0,49.0,25.9292,2,4,1,1
798,1,3,0,31.0,8.6833,2,13,1,1
799,0,3,1,30.0,7.2292,0,12,1,1
800,0,3,0,30.0,24.15,2,13,3,0
801,0,2,1,34.0,13.0,2,12,1,1
802,1,2,0,31.0,26.25,2,13,3,0
803,1,1,1,11.0,120.0,2,8,4,0
804,1,3,1,0.42,8.5167,0,8,2,0
805,1,3,1,27.0,6.975,2,12,1,1
806,0,3,1,31.0,7.775,2,12,1,1
807,0,1,1,39.0,0.0,2,12,1,1
808,0,3,0,18.0,7.775,2,9,1,1
809,0,2,1,39.0,13.0,2,12,1,1
810,1,1,0,33.0,53.1,2,13,2,0
811,0,3,1,26.0,7.8875,2,12,1,1
812,0,3,1,39.0,24.15,2,12,1,1
813,0,2,1,35.0,10.5,2,12,1,1
814,0,3,0,6.0,31.275,2,9,7,0
815,0,3,1,30.5,8.05,2,12,1,1
816,0,1,1,29.881137667304014,0.0,2,12,1,1
817,0,3,0,23.0,7.925,2,9,1,1
818,0,2,1,31.0,37.0042,0,12,3,0
819,0,3,1,43.0,6.45,2,12,1,1
820,0,3,1,10.0,27.9,2,8,6,0
821,1,1,0,52.0,93.5,2,13,3,0
822,1,3,1,27.0,8.6625,2,12,1,1
823,0,1,1,38.0,0.0,2,5,1,1
824,1,3,0,27.0,12.475,2,13,2,0
825,0,3,1,2.0,39.6875,2,8,6,0
826,0,3,1,29.881137667304014,6.95,1,12,1,1
827,0,3,1,29.881137667304014,56.4958,2,12,1,1
828,1,2,1,1.0,37.0042,0,8,3,0
829,1,3,1,29.881137667304014,7.75,1,12,1,1
830,1,1,0,62.0,80.0,2,13,1,1
831,1,3,0,15.0,14.4542,0,13,2,0
832,1,2,1,0.83,18.75,2,8,3,0
833,0,3,1,29.881137667304014,7.2292,0,12,1,1
834,0,3,1,23.0,7.8542,2,12,1,1
835,0,3,1,18.0,8.3,2,12,1,1
836,1,1,0,39.0,83.1583,0,9,3,0
837,0,3,1,21.0,8.6625,2,12,1,1
838,0,3,1,29.881137667304014,8.05,2,12,1,1
839,1,3,1,32.0,56.4958,2,12,1,1
840,1,1,1,29.881137667304014,29.7,0,12,1,1
841,0,3,1,20.0,7.925,2,12,1,1
842,0,2,1,16.0,10.5,2,12,1,1
843,1,1,0,30.0,31.0,0,9,1,1
844,0,3,1,34.5,6.4375,0,12,1,1
845,0,3,1,17.0,8.6625,2,12,1,1
846,0,3,1,42.0,7.55,2,12,1,1
847,0,3,1,29.881137667304014,69.55,2,12,11,0
848,0,3,1,35.0,7.8958,0,12,1,1
849,0,2,1,28.0,33.0,2,15,2,0
850,1,1,0,29.881137667304014,89.1042,0,13,2,0
851,0,3,1,4.0,31.275,2,8,7,0
852,0,3,1,74.0,7.775,2,12,1,1
853,0,3,0,9.0,15.2458,0,9,3,0
854,1,1,0,16.0,39.4,2,9,2,0
855,0,2,0,44.0,26.0,2,13,2,0
856,1,3,0,18.0,9.35,2,13,2,0
857,1,1,0,45.0,164.8667,2,13,3,0
858,1,1,1,51.0,26.55,2,12,1,1
859,1,3,0,24.0,19.2583,0,13,4,0
860,0,3,1,29.881137667304014,7.2292,0,12,1,1
861,0,3,1,41.0,14.1083,2,12,3,0
862,0,2,1,21.0,11.5,2,12,2,0
863,1,1,0,48.0,25.9292,2,13,1,1
864,0,3,0,29.881137667304014,69.55,2,9,11,0
865,0,2,1,24.0,13.0,2,12,1,1
866,1,2,0,42.0,13.0,2,13,1,1
867,1,2,0,27.0,13.8583,0,9,2,0
868,0,1,1,31.0,50.4958,2,12,1,1
869,0,3,1,29.881137667304014,9.5,2,12,1,1
870,1,3,1,4.0,11.1333,2,8,3,0
871,0,3,1,26.0,7.8958,2,12,1,1
872,1,1,0,47.0,52.5542,2,13,3,0
873,0,1,1,33.0,5.0,2,12,1,1
874,0,3,1,47.0,9.0,2,12,1,1
875,1,2,0,28.0,24.0,0,13,2,0
876,1,3,0,15.0,7.225,0,9,1,1
877,0,3,1,20.0,9.8458,2,12,1,1
878,0,3,1,19.0,7.8958,2,12,1,1
879,0,3,1,29.881137667304014,7.8958,2,12,1,1
880,1,1,0,56.0,83.1583,0,13,2,0
881,1,2,0,25.0,26.0,2,13,2,0
882,0,3,1,33.0,7.8958,2,12,1,1
883,0,3,0,22.0,10.5167,2,9,1,1
884,0,2,1,28.0,10.5,2,12,1,1
885,0,3,1,25.0,7.05,2,12,1,1
886,0,3,0,39.0,29.125,1,13,6,0
887,0,2,1,27.0,13.0,2,15,1,1
888,1,1,0,19.0,30.0,2,9,1,1
889,0,3,0,29.881137667304014,23.45,2,9,4,0
890,1,1,1,26.0,30.0,0,12,1,1
891,0,3,1,32.0,7.75,1,12,1,1
